row_id,energy
94993,1750.1425
94994,1635.177
94995,1567.8251
94996,1521.4956
94997,1517.5887
94998,1483.9486
94999,1579.9697
95000,1744.1613
95001,1863.5277
95002,1938.4548
95003,1993.5844
95004,2072.0132
95005,2157.179
95006,2245.8782
95007,2287.0474
95008,2309.8464
95009,2312.4583
95010,2312.4583
95011,2320.9521
95012,2287.649
95013,2248.0242
95014,2248.0242
95015,2191.2349
95016,2032.7394
95017,1852.4692
95018,1719.7859
95019,1652.434
95020,1597.2423
95021,1592.5513
95022,1556.7216
95023,1650.16
95024,1806.1418
95025,1914.7838
95026,1979.9153
95027,2021.3254
95028,2128.884
95029,2211.003
95030,2301.4817
95031,2348.5066
95032,2371.746
95033,2374.358
95034,2374.358
95035,2377.7961
95036,2344.493
95037,2291.4033
95038,2291.4033
95039,2234.6138
95040,2076.1196
95041,1885.8474
95042,1754.4575
95043,1687.4961
95044,1632.1101
95045,1627.4191
95046,1591.5894
95047,1681.5594
95048,1836.5634
95049,1945.2053
95050,2010.3369
95051,2051.748
95052,2159.3054
95053,2241.4243
95054,2331.9026
95055,2378.1501
95056,2401.3896
95057,2404.0015
95058,2404.0015
95059,2407.4397
95060,2374.1365
95061,2321.0469
95062,2321.0469
95063,2264.2578
95064,2105.7632
95065,1887.3705
95066,1755.9806
95067,1689.0192
95068,1633.6332
95069,1628.9421
95070,1593.1124
95071,1683.0825
95072,1838.0864
95073,1946.7284
95074,2011.86
95075,2053.271
95076,2160.8284
95077,2242.9473
95078,2333.4255
95079,2378.1501
95080,2401.3896
95081,2404.0015
95082,2404.0015
95083,2406.0022
95084,2372.699
95085,2319.6094
95086,2319.6094
95087,2262.8203
95088,2104.9448
95089,1885.6721
95090,1749.7351
95091,1669.9137
95092,1614.5277
95093,1609.8367
95094,1574.9296
95095,1638.8258
95096,1784.8281
95097,1893.4701
95098,1958.6018
95099,2000.0117
95100,2104.3381
95101,2186.457
95102,2268.893
95103,2313.6177
95104,2335.5781
95105,2336.4336
95106,2336.4336
95107,2317.1428
