row_id,energy
94993,1723.6597
94994,1626.1483
94995,1574.9482
94996,1513.9093
94997,1476.4338
94998,1483.63
94999,1557.5416
95000,1717.5652
95001,1833.5818
95002,1917.2563
95003,1962.2966
95004,2048.795
95005,2126.5757
95006,2213.5718
95007,2255.944
95008,2279.0684
95009,2282.1199
95010,2281.1628
95011,2284.344
95012,2266.8372
95013,2219.0789
95014,2215.2502
95015,2147.803
95016,1995.2976
95017,1834.4257
95018,1721.6407
95019,1652.3883
95020,1590.6923
95021,1553.2168
95022,1552.8802
95023,1625.0492
95024,1782.5616
95025,1895.3147
95026,1958.8871
95027,2002.1967
95028,2093.052
95029,2177.3162
95030,2269.1091
95031,2313.8342
95032,2336.9585
95033,2340.01
95034,2339.053
95035,2333.429
95036,2314.4407
95037,2266.6824
95038,2262.8538
95039,2194.2039
95040,2040.1941
95041,1901.8389
95042,1788.8267
95043,1721.2612
95044,1659.1206
95045,1621.6451
95046,1613.2174
95047,1682.0059
95048,1839.5183
95049,1952.2714
95050,2015.8444
95051,2059.153
95052,2150.0083
95053,2234.2725
95054,2326.0654
95055,2370.7905
95056,2393.9148
95057,2396.9663
95058,2396.0093
95059,2390.3853
95060,2371.397
95061,2323.6387
95062,2319.81
95063,2245.2812
95064,2091.273
95065,1902.6882
95066,1789.676
95067,1722.1106
95068,1659.97
95069,1622.4945
95070,1614.0668
95071,1682.8552
95072,1840.3677
95073,1953.1207
95074,2016.6937
95075,2060.0024
95076,2150.8577
95077,2235.1218
95078,2326.9148
95079,2370.7905
95080,2393.9148
95081,2396.9663
95082,2395.0896
95083,2386.9512
95084,2367.963
95085,2320.2046
95086,2315.194
95087,2239.1765
95088,2085.1682
95089,1870.7631
95090,1753.9214
95091,1682.3632
95092,1628.2196
95093,1596.933
95094,1588.1412
95095,1639.115
95096,1785.4012
95097,1898.1543
95098,1961.727
95099,2005.0364
95100,2096.064
95101,2180.3281
95102,2271.3022
95103,2312.2883
95104,2334.3433
95105,2334.382
95106,2332.5054
95107,2305.7532
95108,2282.4365
95109,2224.4897
95110,2219.4792
95111,2146.7031
95112,1977.1707
95113,1815.1897
95114,1668.8889
95115,1570.6698
95116,1513.3024
95117,1482.6206
95118,1472.2407
95119,1470.5785
95120,1532.6758
95121,1655.8539
95122,1712.1083
95123,1767.153
95124,1833.1818
95125,1917.4467
95126,2008.4216
95127,2041.398
95128,2064.5222
95129,2067.5737
95130,2066.463
95131,2063.24
95132,2042.4486
95133,1998.4874
95134,1996.0591
95135,1922.015
95136,1780.4818
95137,1682.6492
95138,1557.7281
95139,1470.9553
95140,1404.3843
95141,1382.0454
95142,1356.2798
95143,1344.7457
95144,1418.7684
95145,1508.2325
95146,1582.8662
95147,1644.4525
95148,1706.835
95149,1799.5363
95150,1916.2509
95151,1970.8224
95152,1992.7911
95153,2003.1978
95154,2038.2175
95155,2080.052
95156,2065.5383
95157,2026.9343
95158,2024.7043
95159,1958.0328
95160,1795.6378
95161,1700.8627
95162,1603.3513
95163,1552.1512
95164,1496.5786
95165,1476.551
95166,1480.4347
95167,1555.3298
95168,1737.2881
95169,1849.2021
95170,1932.6544
95171,1977.3259
95172,2032.295
95173,2116.8367
95174,2212.9553
95175,2266.2368
95176,2288.206
95177,2291.2576
95178,2290.7905
95179,2293.9717
95180,2269.0632
95181,2230.4592
95182,2228.2292
95183,2159.2932
95184,2001.5804
95185,1802.5314
95186,1689.7465
95187,1620.494
95188,1564.2643
95189,1544.2367
95190,1538.802
95191,1611.9545
95192,1791.4016
95193,1900.0521
95194,1963.4026
95195,2006.3429
95196,2065.6687
95197,2156.694
95198,2257.6096
95199,2313.244
95200,2335.2131
95201,2338.2646
95202,2337.7976
95203,2332.1736
95204,2305.7837
95205,2267.1797
95206,2264.9497
95207,2194.811
95208,2035.5934
95209,1805.88
95210,1692.8678
95211,1625.3024
95212,1568.628
95213,1548.6005
95214,1535.0746
95215,1604.8466
95216,1784.2937
95217,1892.9442
95218,1956.2947
95219,1999.2347
95220,2058.5605
95221,2149.586
95222,2250.5015
95223,2306.1357
95224,2328.105
95225,2331.1565
95226,2330.6895
95227,2325.0654
95228,2298.6755
95229,2260.0715
95230,2257.8416
95231,2181.824
95232,2022.6077
95233,1806.7294
95234,1693.7172
95235,1626.1517
95236,1569.4774
95237,1549.4498
95238,1535.924
95239,1605.6959
95240,1785.1431
95241,1893.7936
95242,1957.144
95243,2000.0841
95244,2059.41
95245,2150.4353
95246,2251.3508
95247,2306.1357
95248,2328.105
95249,2331.1565
95250,2329.3645
95251,2321.226
95252,2294.8362
95253,2256.2322
95254,2254.5413
95255,2178.5237
95256,2019.3076
95257,1803.0457
95258,1686.204
95259,1614.6458
95260,1557.9714
95261,1537.9438
95262,1524.054
95263,1576.0112
95264,1744.2322
95265,1852.8827
95266,1916.2332
95267,1959.1742
95268,2018.5005
95269,2109.5247
95270,2209.6213
95271,2261.5166
95272,2282.4165
95273,2282.4553
95274,2280.6633
95275,2253.9111
95276,2223.1929
95277,2174.4004
95278,2172.7095
95279,2099.9333
95280,1933.9998
95281,1764.7811
95282,1618.4803
95283,1520.2612
95284,1460.363
95285,1435.4602
95286,1419.6853
95287,1419.0066
95288,1506.3053
95289,1625.3809
95290,1681.413
95291,1736.0886
95292,1773.7445
95293,1864.7704
95294,1964.8678
95295,2008.7528
95296,2030.7208
95297,2033.7719
95298,2032.7455
95299,2029.5244
95300,2001.3322
95301,1966.5261
95302,1964.8352
95303,1890.7913
95304,1749.2578
95305,1691.7322
95306,1566.8112
95307,1480.0383
95308,1413.4673
95309,1391.1284
95310,1375.8899
95311,1364.3558
95312,1438.3785
95313,1527.8427
95314,1593.7465
95315,1655.1729
95316,1717.5553
95317,1810.2566
95318,1926.9712
95319,1981.5427
95320,2003.5115
95321,2013.9181
95322,2048.9385
95323,2090.7717
95324,2076.258
95325,2037.6545
95326,2035.4246
95327,1968.7528
95328,1806.3582
95329,1709.9457
95330,1612.4343
95331,1561.2343
95332,1505.6616
95333,1485.634
